Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Post.public Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword,
,25,副業をする事による仕事の幅を広げる事について,,,日本の企業の場合多くの企業が服務規程に副業をする事を禁止すると書かれています。この理由は公にはされていませんが副業を行い本業に支障が出る可能性があるからだとされています。この本業への支障については例えば社員がアルバイトなどをしてそこで活躍しその現場においては必要不可欠な人になってしまえば本業に支障が出る可能性があります。言わば仕事を複数抱えていると両立する事が難しい場合がある為最悪の場合信用問題に発展する恐れがあります。このように企業に所属している人が副業を行う事は会社にとっては悪い印象しかありませんでした。しかし今はクラウドソーシングが発展し一人でも好きな時に小遣い稼ぎするシステムインラフが整えられまたクローズアップ現代では第2の名刺として新しい仕事を築く形にもなっています。言わば現在のネット環境を見れば副業においても会社を発展させる可能性があります。もちろん会社の事業として行えば良いと思うかもしれませんがそれでは本格的に行う為副業のような気軽さはない為新規開拓のペースを遅らせる可能性があります。故に新しい仕事を築く上でも副業を完全禁止にする事はむしろ会社の新しい可能性を潰しているように感じます。,1,,フワラーアレンジのスクール,http://www.airy-flower.com/,0,0,
,25,会社の部署について忘れてはいけないこと,,,会社の中にはさまざまな部署があります。営業経理総務人事など会社を構成する部署は決して１つだけではありませんのでそれぞれの部署があって初めて会社は成り立ちます。しかし長く会社に勤めているとそのことをすっかり忘れてしまい他の部署に対して不満を漏らしてしまうことがあります。例えば営業の成績が悪くて売り上げが伸びない人事があまり有能ではない新人ばかりを採用している経理のミスで給与の支払額がおかしいなどそれぞれの部署が他部署に対してクレームをつけその不満を露にしたりします。確かに仕事ができなかったりミスをされればイライラと不満を漏らしたくなるのは当たり前なのですがただそうして不満を漏らしているだけではなかなかそれは改善していきません。ではどうしたら良いのかというと建設的な解決案を提案し少しでも会社全体がよくなるように働きかけることです。部署は違っても同じ会社内で働いていることに変わりはないのですからいがみ合うのではなくて少しでも協力して助け合うべきです。そうした基本的なことをついつい忘れてしまいそうになりますがそれは忘れてはいけないことだと私は思っています。,1,,趣味のフワラーアレンジメント,http://www.airy-flower.com/,1,0,
,32,中小企業における経理に関する仕事,school,,もしもあなたが既婚女性で夫の扶養に入りたく年収103万円以内に抑えたいというなら中小企業の経理をお勧めします。その理由はいくつかありますが一番大きいのは責任感が無く自由が多いということです。年収103万円のボーダーがある日本においてそれを達成するにはたいていパートで働くという選択肢でしょう。それはレジ打ちのパートだったり保育園のパートだったりと様々ですが意外としんどいことが多いです。重労働だったり拘束時間が長かったりと…。中小企業で経理を雇えるということは決して小さな企業ではありません。もちろん人数は小規模を前提としています。そういうところは得てして仕事量の割に給料が割高で何もしていない事務の人が多いです。私の知り合いに電話番と滅多に来ないお客さんのお茶出し要因として働いている方がいます。肩書は経理担当です。やっている仕事内容は先程書いた内容と書類整理で1ヵ月の大半はパソコンゲームのソリティアをしています。公務員のおじさんなんかと同じレベルです。好きな日に休みを取り遅出早帰りの生活なので日中自宅にいて無駄に光熱費がかかるよりよっぽどマシと本人が言っていました。帳簿関係は顧問税理士の方がやっているので実労働はほとんど何もなく案外皆が知らない職種なのでおすすめと言えます。,1,,東京フワラーアレンジメントはこちら,http://www.airy-flower.com/,1,0,
,32,オフィスをしっかり整理整頓,,school,オフィスをしっかり整理整頓することは仕事の効率を上げるために実はとても大事なことです。使わない資料をいつまでも保管していたり廃棄物をバックヤードに置きっ放しにしていたり退社した人の私物が放置されていたりなどしていては仕事をするのにそれらが邪魔になってしまい仕事の効率を下げてしまいます。また必要な資料やデータをすぐに確認できないこともありますので時間の使い方が大切になっている現代の仕事においてそれはかなりのロスになってしまうと言えます。ただ仕事をしているときに整理整頓を自ら率先してやろうという人は残念ながらなかなかいません。誰もが決められた自分の仕事をこなすのに精一杯ですしたとえ整理整頓をしたからといって給料に反映されるわけではないからです。ですから整理整頓は気付いた人がこまめにちょっとずつやっていかなければなりませんし開いた時間を使って全員が整理整頓をするよう意識していかなければなかなかそれは上手くいかないです。ですのでオフィスの整理整頓は大変なことのほうが多いわけですがやはりすっきりとした職場で働いたほうが気持ちよいですのでぜひとも忘れずに心がけるべきです。,1,,フワラーアレンジメントを東京で,http://www.airy-flower.com/,1,0,
,32,便利な電動シュレッダー,,school,オフィスには普段の生活では触れないような物がたくさんあり私はその中でも業務用の電動シュレッダーがお気に入りです。刃物で物々しい雰囲気を醸し出していますが一気に数十枚の紙を裁断してしまう個人情報保護の救世主とも言える存在であると感じます。私の家には手回し式のシュレッダーがありますが一気に裁断する事が出来る紙の枚数はたったの5枚でいつも不満感じています。しかしいくら市販の電動シュレッダーであっても業務用のように大量の紙を裁断する能力はありませんし結局は個人で使用するシュレッダーには妥協が必要であると思います。そんなモヤモヤした気持ちをオフィスの電動シュレッダーは解消してくれます。私が勤務しているオフィスでは毎日大量の個人情報が記載された紙が発生しそれを処分しなければならず私は必ず個人情報処分担当に名乗りを上げます。そして1日分の個人情報を処分するという大義名分のもとシュレッダーを使用する瞬間がストレス解消に大きく貢献しています。同僚はまさか私がオフィスのシュレッダーを使用する事でストレス解消をしているとは夢にも思っていないでしょう。しかし仲良くなった同僚には私の密かなストレス解消法を教えて毎回驚かせています。,1,,フワラーアレンジのスクール,http://www.airy-flower.com/,1,0,
,12,仕事で無理をしてでも頑張らなければいけないとき,,poster,仕事では時として無理をしなければならない局面がおとずれます。体を壊してしまってはいけないのですがそれでも頑張らなければならないときがあります。その1つ目は会社の業績が好調で売り上げを最大限まで伸ばしたいときです。そういうときは必死になって働かないと稼ぐチャンスを失ってしまいますから多少無理をしてでも一生懸命働いたほうが成果を挙げることができます。2つ目は1つ目とは反対に会社がピンチのときです。会社の売り上げが下がってきて何とか逆転をしなければいけないときには体を張って頑張らなければ会社自体がなくなってしまうかもしれませんのでそんなときは無理をしてでも頑張るべきです。そうすることで売り上げがV字回復することもありますのでここぞの頑張りは必要です。3つ目は人手不足になっているときです。人手不足のときは自分が足りない分をカバーしないと仕事がまわらなくなってしまいますので十分な人が補充されるまでは頑張らなければなりません。このように仕事をしているときは多少無理をしてでも頑張らなければならない局面というのがありそれはちょっと辛いことではありますがやらなければならないことだと私は思っています。,1,,東京の社会保険労務士,http://www.jinjiroum.com/,1,0,
,12,他人の仕事のミスはすぐに指摘しない,,money,少し甘いのかもしれませんが私は他人がした仕事のミスをすぐには指摘しないようにしています。なぜならばその指摘で相手を傷つけたくないですし自分も嫌な気持ちになりたくないからです。ミスというのは理解していたのにしてしまうケアレスミスと理解していないためにしてしまうミスの2種類があります。ケアレスミスに関しては指摘されたところで本人が注意する以外に対処方法はなく指摘されるとかなり嫌な気持ちになります。ですから1回ミスしたことを自分がフォローできるのであれば本人にそのミスは指摘せずスルーしてしまったほうが職場の人間関係を円滑に保てる場合があります。ただ理解していないために起きてしまったミスは次も同じミスをすることが予測できますからその場合はすぐに指摘して修正してもらいます。このように私は他人のミスに対してなるべく寛大でいようと思っています。誰でも仕事でミスをしたくてしている人はいないですし怒られればへこんでしまってさらにミスをする可能性が高まってしまいます。指摘しなければどうしようもないようなミスは別ですがそうでないミスの場合は言わないでいることも大事だと私は考えています。,1,,社会保険労務士を紹介,http://www.jinjiroum.com/,1,0,
,12,自宅がオフィスになっています,,biz,自分の仕事はオンラインで行うことができるものです。そのため最近では自宅で仕事をすることが多くなりオフィスには滅多に行かなくなりました。しかし自分はオフィスで仕事をするのが好きです。きれいに整ったオフィスは仕事の効率性を高めます。それで自宅の仕事部屋をれいに整えオフィスのようにして使うようにしました。まず窓辺に植物の植木鉢を置きました。そしてカーテンを明るい色のものに取り替えて部屋を明るくするように心がけました。またパソコンを置いている机の上はいつもたくさんのペンや本が散らかっており非常にきたなく見えます。それでペンを筆箱にきちんとしまうようにし本も見終わったものはきちんと本棚に戻すようにしました。片付いた机の上は見違えるほどきれいに見えました。これだけでも十分オフィスの雰囲気に近づいたのですがもっと気持ちを落ち着かせて仕事をしたいと感じアロマを炊いて部屋をリラックスできる香りで充満させて見ました。これは大正解でした。かなりストレスが解消されます。恐らくオフィス好きの自分はオフィス以上のものを知らず知らずのうちに求めていたのでしょう。今では自宅で仕事をすることにも楽しみを感じられるようになりました。,1,,東京社会保険労務士のこと,http://www.jinjiroum.com/,1,0,
,12,転職の波,,,社会人になって５年も経つと転職の波はだいぶ収まります。５年以上いた人がする転職はスキルを身につけたりキャリアを積んだりして現状をより向上させようという目的の場合が多いように思います。一方で入社数年の新人と呼ばれる人たちの転職は想像と現実のギャップの解消や現実を受け入れられなかった人がリスターとを切るためにするように思います。職場にはそのどちらにも当たる人がいます。ある程度勤めてから転職した人は他の同類企業からのヘッドハンティングがあったようでした。医学系の専門的な知識に加えＭＢＡの資格も持ち（その年代では希少と思われる）プログラミングにも明るい人でした。一方入社後2年で転職した人は自分の持っている資格と技術を最大限に生かせるのはデータ集めのルーチンな職場ではなく最前線の現場だと旅立っていきました。人間誰しも１つめに選んだものがその人にとっての最善だとは限りません。しかし他にその最善があることが確かでないのにも関わらず大きな意思と希望を持って転職を決断できるのは凄いと思います。その人たちを見ていて感じたのは必要とされる場所が他にあると思ったとき多くを捨てて動けるという気持ちの強さも必要だということです。,1,,東京の社会保険労務士,http://www.jinjiroum.com/,1,0,
,12,上司は技術的には劣っているほうがいい,,,私が今の会社に勤め始めて数ヶ月で私の直属の上司である所長が変更になりました。今までは本社で部長だった人が名古屋で所長をつとめていたのですがやんごとなき事情で中途採用の社員が所長になりました。私より後輩なのにいきなり私の上司として迎え入れられたのです。最初は正直良い気がしませんでした。私より後輩でかつ私よりPC関連その他もろもろの技術が明らかに劣っている人が私の上司になって偉そうに指図するのです。しかしその所長になって二年以上が経過しましたが上司としてはそれくらいのほうが丁度いいのかなと思うようにもなってきました。というのも今の上司は例えばこちらがミスをした時などは怒るのは当然ですが一緒に取引先に謝りに行ってくれます。また技術的な事に関しては私に口出しが出来ないのでまかせっきりになります。それ相応の責任を背負う事になりますが自分のやりたいようにのびのびとやれる仕事環境になったのもこの所長のおかげです。技術はまるで駄目ですがいざとなったら自分の部下を守る男気があります。もしこれで技術も優れていたらおそらくストレスが半端じゃないような気がします。これくらいが丁度いいのかも知れません。自分勝手な言い分かもしれませんが。,1,,社会保険労務士を紹介,http://www.jinjiroum.com/,1,0,
,32,オフィスのセキュリティーは非常に重要,biz,,昔はそうでもなかったのかもしれませんが今ではオフィスのセキュリティーが非常に重要になっています。どんな大量なデータでもUSBフラッシュメモリ1つあれば外部へ持ち出すことが可能ですので顧客の個人情報漏えいについては会社全体で注意していかなければなりません。仕事をしていると当たり前のようにさまざまな個人情報を目にする機会がありますがそれは顧客が会社を信用して教えている個人情報ですからそれらが外部に漏れ出すということは会社に対する信頼をすべて失墜させることになりかねないです。またそういった個人情報に関する意識の高さは一般人にも広く浸透してきていますのでコンプライアンス上どういった方針でいるのか会社は明確に示しておかなければ顧客から信用されなくなってしまいます。そして一社員も決して個人情報が漏えいされないように注意しながら仕事をしていなければなりませんしまさに個人情報の取り扱いについては繊細にならざるを得ない状況です。どんなに気をつけていても100％個人情報の漏えいを防ぐということは現実的にできないのかもしれませんがそれでも100％防ぐくらいの気持ちで仕事をしていかなければならないのです。,1,,東京社会保険労務士のこと,http://www.jinjiroum.com/,1,0,
,32,大きなホワイトボード,,,私が勤務するオフィスでは何かにつけてレビューを行う事が多くそれに使うための大きなホワイトボードが常備されています。書き心地はイマイチですがとても大きいので様々な情報をまとめる際には非常に役立ちます。私の自宅にもノートパソコン程の大きさのホワイトボードがあります。開発職である私は勉強のためにホワイトボードに様々なメモや技術的な情報を殴り書きしています。しかし職場の大きなホワイトボードのように多くの情報をまとめるのには不向きであり度々もっと大きなホワイトボードが欲しいと感じています。しかし個人で使うにはそのようなものは贅沢品ですし物欲が高まる度に我慢をしています。いつかはオフィスにあるような大きなホワイトボードを手に入れたいと思っていますがそれはかなり先の話になりそうです。オフィスで実際にホワイトボードを使っていると多くの意見が出されてもそれをまとめるのに十分すぎる広さがあるためストレスを全く感じません。これは実は重要な事で新しい事にチャレンジする際に如何にストレスを排除できるかが成功への鍵になるのです。私も今以上に偉くなったら業務用の大きなホワイトボードを手に入れてやろうと思います。,1,,東京の社会保険労務士,http://www.jinjiroum.com/,0,0,
,32,規則が多い職場環境について,,office,金融や警察官など社会の秩序を守る立場にある仕事は多くの禁止事項や規則などが設けられていると思います。一度の不祥事においてはテレビで大々的に取り上げられもう二度とこんな事が起きないよう再発防止を社会に誓うまでの内容までに発展します。しかしこの問題は逆にこの不祥事に対する意識の強さが招いている可能性もあります。通常問題が起これば再発防止の為監視体制が厳しくする処置が行われると思います。しかしこの場合確かに再度同じ問題は起きなくなるとは思いますが社員の行動を制限させる可能性があります。近年警察官による不祥事が相次ぐという事件が一時期大きく取り上げられる事がありました。その不祥事を起こした人の話を聞いてみると確認作業を多くなり行動できる範囲が制限されもう1日の時間をフルに使わないと業務をやり遂げられないといっていた。つまり許可や規則に従っていれば必要とされる業務の必要項目が増えスムーズに行えなくなるという問題が起こります。そして問題が発生すればそれはもう一日に必要な業務が行えず更に問題が発生し不祥事を隠ぺいする思考へと変わってしまうのです。この問題に対し監査機関の見解によると過剰は監査体制は社員の行動を制限させ活発に動く人間が処罰されあまり動かない人間が評価される環境へと変わってしまう。故に機密情報や社会的意義が大きいからと言って過剰な監査を行えば逆効果になる為さじ加減を誤らない仕事環境を設定する必要があります。,1,,社会保険労務士を紹介,http://www.jinjiroum.com/,1,0,
,18,オフィス用品の在庫には常に気をかける,,zeiri,仕事に必要なオフィス用品の備品が切れてしまうと仕事をするのに支障をきたします。ボールペンコピー用紙FAXのトナーカートリッジなど仕事ではさまざまな備品を必要としますが常にストックを用意しておきなくなってしまう前に早めに注文をしておかなければなりません。ですからそれらがストックされている場所には「備品不足になったらすぐに申告して下さい」などの張り紙を貼っておく必要があります。いくら便利になった時代とはいえ業務用の備品を当日届けられる業者はなかなかありませんしオフィス用品はコンビニや文房具店などで買える量が限られていますので備品切れになってしまうのはとても怖いことです。以前していた仕事で繁忙期にFAXの注文用紙がたくさん届いたのですがトナーカートリッジの在庫がなくて四苦八苦してしまったことがありました。そのときは違う部署から強引に借りてきて事なきを得ましたがそのトナーカートリッジが用意できなかったらと思うと私はとても肝を冷やしました。ですからそうなってしまわないように繁忙期は特にオフィス用品の在庫を気にしなければいけませんし地味ですけれどもそれは仕事においてとても大切なことです。,1,,東京社会保険労務士のこと,http://www.jinjiroum.com/,1,0,
,18,オフィス用品について,,tanpo,会社に入ると事務用品などは大抵支給されます。わたしは部内の電話をとることが多かったので事務用品の中でも特に付箋紙を良く使ってました。付箋紙を電話メモにするのはもったいないので失敗した印刷の裏紙などをコピーしカッターなどで切って電話メモもよく作っていました。電話を受けた後電話メモに日付時間電話をかけてきた人の名前要件自分の名前（受信者）を書いてその電話の相手の机に置いてました。最近はパソコンのメッセージ機能があるのでそれで済ませたりできますが以前はアナログでした。しかしメッセージだと消してしまう危険もあるのでメモの方が確実性があります。付箋紙だとパソコンの側面に貼れるのでより電話するのを忘れにくくなります。付箋紙の通常の使い道としては重要な資料などに貼って目立ちやすくすることだと思いますが付箋紙は色が目立つので自分のやらなければならないリストを１枚１枚に書いてパソコンの側面に貼り終了したら捨てたり消しゴムで消して次回に使いまわしてました。パソコンに付箋紙機能もありますが紙が実際に貼ってあると必ず目に入るのでよりこれをやらなければいけないということが心に刻まれやすいためよく利用していました。,1,,東京の社会保険労務士,http://www.jinjiroum.com/,1,0,
,7,従姉の結婚式,,bridal,ついこないだ従姉の結婚式があった。結婚式なんて私が小さい時に出席した時しか覚えてなくて結婚式がどういうものか分からなかったが私はその結婚式を終えたとき自分は絶対やらないと思った。というのはまず花嫁花婿さんが主役であり300名以上の人達がみんな主役を見ているから。当たり前なんだけど私がもし花嫁だったら恥ずかしくてしょうがない。それから二人の写真のスライドや動画などが流れるのを見て私はまず二人の写真なんて恥ずかしくて見せたくない。あと友人代表挨拶や友人からの出し物などやっていたけど友達の少ない私にとってはたぶんやってくれる人がいない。むしろ頼みづらい。そういうようなこともあって私は結婚式はしたくないなと思った。でも二人が幸せそうな姿を見てとても嬉しくなるし両親にとっては娘の晴れ姿を見れて喜ばしいことだと思う。私自身も両親に花嫁姿を見せたい。感謝の気持ちを伝えたいって気持ちは大きい。私は私で派手にやらずひっそりとやろう。写真だけでもいいし感謝の気持ちは手紙を書いて渡してもいいし。何も友人会社の人親戚という人達に幸せを見せつけずに私は私らしく結婚しよう。,1,,二次会のプチギフト,http://momo-fuku.jp/,1,0,
,7,結婚式と新婚旅行が一度にできる海外ウエディングがおすすめです。,,est,私はオーストラリアの教会で結婚式を挙げました。出席者は双方の両親のみと少なかったですが本物の教会で愛を誓えたことはとても良い思い出になっています。海外ウエディング専門の会社に結婚式と新婚旅行がセットになったプランをお願いしたのでドレスも日本で予約したものが現地でレンタルでき返却もスムーズにできました。ウエディングフォトは日本ではなかなかない壮大な景色の中で撮影してもらえ通りすがりの人にもとてもフレンドリーにおめでとうと言ってもらえました。今でもよく覚えているのが結婚式の前日に乗ったタクシーで運転手さんに新婚旅行でオーストラリアに来たのかと聞かれた時のことです。新婚旅行でもあるけれど明日この街の教会で結婚式を挙げるんだと答えたら運転手さんがクラクションをならして口笛を吹き陽気にお祝いしてくれたのです。こういうところが日本にはないノリだなあととても印象的でした。結婚式自体もスムーズに終わり次の日からはそのまま観光を楽しめたのもよかったです。コアラを抱っこしたりアルパカを触ったりオーストラリアならではの体験がたくさんできました。またお互いの両親も結婚式でオーストラリアに来ていたので外国では日本人同士というだけでも親近感が増すせいか日本にいるときより打ち解けて会話できたように思います。私は海外ウエディングにしてよかったと今でも心から思っています。,1,,二次会用のプチギフト,http://momo-fuku.jp/,1,0,
,7,気になるウエディングケーキの出来映え,,gift,結婚式で気になるポイントってそれぞれあると思うのですが私個人的にはいつもウエディングケーキに目が行ってしまいます。以前パティシエのアルバイトをしていた関係で言わば職業病に近いものなのでしょうが豪華に見えるケーキには実は式場やホテルによって得手不得手があるものです。結婚する二人にとってはたいした意味はないと思うのですが私達のような者にはそれがどう作られているかとかどうでもいいような事が気になってしまうのです。別にだからと言って選んだご夫婦のセンスがどうとか言うつもりはありませんがもし突き詰めるならパティシエのレベルはどうしてもわかってしまう部分でもあります。基本お菓子の材料や加工の種類はだいたい決まっています。やはり一番華やかで人気があるのは飴細工を施した物になるかと思います。あの透明感は飴ならではの色艶ですし他の材料では表現できないものです。美術的な感性を求めるカップルには向いていると言っていいでしょう。ただ飴細工が得意なパティシエは限られていてそれは事前に調べた方がいいかもしれません。よく見掛ける式場のパンフには必ずウエディングケーキの画像が掲載されているものです。そこで飴細工を使用していないケーキの画像しか見当たらなければまず期待しない方が良さそうです。他のシュガークラフトなども上手なら遜色ない出来映えのものが可能ですがもっと古典的なところではクロカンブッシュなんていう手もあります。フランス好きならご存知でしょうがシューをたくさん積み上げた結婚式用のお菓子です。これは仲間内の小じんまりした式や二次会に便利です。なぜならシューをみんなで食べられるからです。見た目はとても地味ながら案外可愛いと言う声も聞かれます。,1,,プチギフトのmomofuku,http://momo-fuku.jp/,1,0,
,7,海外で結婚式,,,結婚式はハワイで挙げました。両家の両親兄弟だけを呼んでのこじんまりとしたものです。主人の会社はそれが許される環境だったのと色々と面倒な事が嫌だったので海外挙式に決めました。それとハワイが大好きなのも理由の一つでした。教会式後の食事ドレスなど諸々はすべて日本で決めていくのですがこれがなかなか大変。国内で披露宴を挙げていたらどんなに大変だったのだろうか想像すると怖いですね。我々についてくれた担当さんがとても素敵な方（しかも美しい！）でこちらの希望を聞いてくれて強引に何かを押し付けるという事がなく控えめに提案をしてくれるので大変だったとはいえとても心強く安心してお任せができました。たまたま隣のテーブルにいた新郎らしき男性は中年女性の担当さんがついたようでこの方の売り込みがすごい事。「あれもこれも付けないと恥ずかしい思いをするのはあなたよ！」と半分脅されているよう。男性が結局押し切られていたのを見て主人と「我々の担当さんいい人で良かったね」と胸を撫で下ろしたものです。ドレスを選ぶ際は私の母親妹主人が来てくれてあーでもないこーでもないとやったのですがああいうのはピンとくるものなのですね。何着も着たのですがピンと来たのは１着しかも満場一致でそのドレスでした。ハイネックのノースリーブで肩から胸のあたりまで透かしのレースがついたものです。シンプルでとても好みに合いました。ベールや手袋なども決め万全の状態でハワイに向かいました。現地では朝方雨が降ったもののちょうど式のときに晴れてくれてスタッフもいい方ばかりだったのでとっても素敵な式が挙げられました。一生に一度の事なのでいい方に恵まれて本当に感謝しています。,1,,プチギフトをプレゼント,http://momo-fuku.jp/,0,0,
,7,背中の毛剃りを忘れたけどなんとかなったウエディングドレス！,,,私も他の多くの花嫁さんと同様に結婚式の3日前にブライダルエステを予約していました。私たちが選んだブライダルプランには背中のシェービングも含めた「ブライダルエステ」が格安にて受けられるサービスが含まれていたからです。しかし結婚式後にたっぷりとした新婚旅行に行くために結婚式前日まで仕事をビッシリとつめていたこともあってすっかり「ブライダルエステ」のことを忘れてしまっていたのですよね。要するに忙しくってついつい忘れ去ってしまっていたのです。ウエディングドレスを着ることを選んだのにも関わらず。そこで困るのが背中の毛剃り問題です。まさか母親や婚約者にやってもらうわけにも行かず…。自分でカミソリやシェーバーを駆使して背中毛剃りをおこなおうとしてケガをしてしまっては元も子もないようにも思いますよね…。ですから私はここで「もう剃らない！」という決断をしたのです。結構背中の毛が黒いのにも関わらず。しかしさすがそこはブライダル会社ですね。なんとかしてくれましたよ。まず背中に肌色ベースのパウダーをはたいてくれてそして背中にかかるヴェールをレースの目が細かいものに変更してくれるなど写真にはまったくわからない程度にまで隠してくれました。それに招待客にもわからない程度でもありましたね。聞けば私のように毛剃りを忘れる人もいるのだそうです。なんにせよ結婚式場スタッフの臨機応変さに関心したエピソードでした。,1,,二次会のプチギフト,http://momo-fuku.jp/,1,0,
,7,結婚披露宴のドレス,,,結婚式は和装で行いました。神前です。神前の結婚式で角隠しをするのが清楚でいいなって思っていました。実際素敵にしてくださりよかったです。その際の衣装はどれも大差なかったように覚えています。結婚披露宴でのドレスは2種類選んで着せてもらいました。一つは白。大人っぽいドレスを選択しました。もう一つは黄色のかわいい雰囲気のものを選択しました。今思ってもとってもかわいいものです。そのドレスを選択するときに人によって好みが違うという事を実感。夫は仕事で毎回の衣装選びには付き合う事ができずに義理の母と一緒に選びに行くという事も多くありました。その時に義理の母は緑色のなるとの模様が入ったようなドレスをかわいいとすごく推したのです。本気でした。そのころの私は今でもそうですが義理の母に口答えなんかできなかったので「えーっ」と思いながらもドウ返答をすればいいか迷いました。結局そのドレスは選びませんでしたが人の好みはそれぞれなんだなって実感した出来事でした。なるとというか風呂敷のような模様です。今思えばそれを選んでいれば今の話のタネになったかなって思いますが実際そのころの本人にしてみれば重大な事でしたからどう断るかひっしでした。,1,,二次会用のプチギフト,http://momo-fuku.jp/,1,0,
,32,結婚に憧れを抱く子どもが減っている？,,,昔は結婚に憧れを抱く子どもがたくさんいましたが今の時代にそうして憧れを抱く子どもはどれくらいいるのか私はとても心配になってしまいます。なぜならば今の時代は情報があふれ過ぎており子どもが結婚に対して夢見がちにはならないと思っているからです。テレビをつければワイドショーで芸能人の離婚報道が多く取り上げられていますしインターネットのニュースや特集などでも盛んに結婚に対する実態が報道されています。結婚に対して夢見がちでいたところで結婚をすれば結局現実を知るわけですからそうして結婚の実態を知ってしまうのはもしかしたら早いほうが良いのかもしれません。しかしあまりにも早く子どものころから結婚の実態を知ってしまったのではそもそも子どもが結婚に対してあまり乗り気ではなくなってしまうのではないかと余計な心配をしてしまいます。また自分の両親が共働きをしていて夫婦で仲の良いところを目にしていないと結婚に対する理想も抱けないのではないでしょうか？そんな風にどうしても結婚に対して悲観的になってしまうのですが結婚が減れば少子化していくことも必至ですのでそうなってしまわないように世間が変わっていかなければならないと思います。,1,,プチギフトのmomofuku,http://momo-fuku.jp/,1,0,
,32,結婚式,,,結婚式を挙げてからもう一年が経つ。終わってしまえばあっという間だった。でも最高の結婚式だったと思っている。自分たちで色々と作りたいということで招待状や席次表なども全て自分たちで作った。実際に作ってみるとうまくいかず喧嘩することも多かったけど最終的には納得のいくものができた。そして遂に結婚式当日朝起きてみてびっくり。なんと雨。それも結構降っている。なんとか晴れないかなと思いながら式場へ車を走らせた。結婚式場の向かいにあるホテルに車を止めいざ結婚式場へ。でもいざ歩いていこうとすると外が嵐に…。傘をさしても横殴りの雨ではほとんど意味がない。歩きながら何度「これは夢か」と思ったことか。雨風でボロボロになりながらなんとか式場に到着。このまま式が始まると困るなーと思いながら準備をした。時間が経つにつれて少しずつ雨も収まり披露宴の時には雨が上がっていた。ホッとして予定していたバルーンを全員で披露宴会場の噴水池に投げ入れるイベントを実施した。しかしアナウンスで一斉に投げ入れる瞬間絶妙なタイミングで突風が…。投げた風船が戻ってくることもあり焦ったものの皆楽しんでくれたんで結果的に良かったと思っている。色々な意味で印象に残った結婚式だった。,1,,プチギフトをプレゼント,http://momo-fuku.jp/,1,0,
,32,女の子の夢,gift,,結婚式は大切なパートナーと人生を歩んで行くためのスタート地点だと私は思います。そんな結婚式では新郎新婦共に幸せな気分になるかと思いますが特に新婦の方が幸せな気分になる割合が高いのではないかと感じます。それは女の子は小さい頃からお姫様に憧れよくお姫様ごっこをしていたように記憶しています。女の子は潜在的に自分をお姫様として扱って欲しいと感じており結婚式はその願いを叶える事ができる唯一の方法であると思います。結婚式で新婦は華やかにウエディングドレスを身にまといとても美しく変身します。その姿はまさにお姫様そのものでありそれだけでも女性は幸せな気分になります。結婚式は女性が華やかに変身するだけではなくその場の主役になります。新郎も居るじゃないかという意見もあるかと思いますが結婚式の主役は何と言っても華である新婦であると思います。勿論新郎も素敵ですが結婚式そのものの華やかさは女性好みにセッティングされているように思いますのでやはり新婦が主役という事になると思います。さらに結婚式で新婦は度々お化粧直しの時間を取る事になります。これにより女性は常に美しい状態を保ちかつ様々な姿に変身する事ができるため結婚式というものは女性にとってお姫様になるという夢が叶う唯一の場所であると思います。,1,,二次会のプチギフト,http://momo-fuku.jp/,1,0,
,32,費用を考えると家族単位で結婚式をする,kekkon,,結婚式となると友達や会社の同僚やその他の知人など集めて盛大にやっていく方法もありますし家族単位で小規模に行う方法もあります。費用を考えますと多くの人を呼ぶほど当然費用は高くなってきます。多くの人を呼ぶ時にはそれだけ大きな結婚式会場を選択する必要があったり料理の方も費用が高くなりますし披露宴をする場所も広い場所を選択しなければいけないです。また多くの人に招待状を送る必要もありなにかと費用が高くなってきます。別に費用が高くなってもいいというのならそこまで気にする必要はないですけど出来る限り費用を削減したいというのなら家族単位で結婚式を行います。こうする事でかなり費用を削減する事ができます。大勢の人を招待しますとその分お祝金を多くもらう事ができます。しかしそれ以上に結婚式の費用が必要になる場合もあります。つまり結果的には家族単位で小規模の結婚式を行った方が経費削減になってきます。結婚式の費用というのはある程度限られていると思います。あまり費用を準備する事ができなければ家族単位の結婚式を行っていく方が楽です。無理して結婚式にお金を使ってしまいますとその後の新婚旅行にも響いてきます。,1,,二次会用のプチギフト,http://momo-fuku.jp/,1,0,
